#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
1,Giannis Antetokounmpo,MIL,12,37.3,31.7,11.7,23.8,49.1,0.8,3.4,22.0,7.6,11.2,67.9,2.2,12.0,14.2,6.8,0.7,1.3,4.5,34.3,2021-21
1,Luka Dončić,DAL,15,36.8,31.7,10.7,23.5,45.5,3.4,9.9,34.5,6.9,9.0,77.0,0.7,9.1,9.8,6.4,1.8,0.6,3.9,31.5,2021-21
3,Nikola Jokić,DEN,5,34.2,31.0,12.2,21.2,57.5,1.0,3.6,27.8,5.6,6.6,84.8,3.4,9.8,13.2,5.8,1.6,1.0,4.8,37.8,2021-21
4,Jimmy Butler,MIA,17,37.0,27.4,9.8,19.3,50.6,1.4,4.0,33.8,6.5,7.8,84.1,2.4,4.9,7.4,4.6,2.1,0.6,1.5,29.8,2021-21
5,Stephen Curry,GSW,22,34.7,27.4,9.2,20.0,45.9,4.1,10.4,39.7,4.9,5.9,82.9,0.5,4.7,5.2,5.9,1.3,0.4,2.6,25.7,2021-21
6,Ja Morant,MEM,9,37.6,27.1,9.0,20.4,44.0,1.9,5.6,34.0,7.2,9.7,74.7,1.4,6.6,8.0,9.8,2.0,0.4,3.6,29.9,2021-21
7,Brandon Ingram,NOP,6,39.3,27.0,9.3,19.7,47.5,1.8,4.5,40.7,6.5,7.8,83.0,0.7,5.5,6.2,6.2,0.7,0.3,3.8,24.8,2021-21
8,Kevin Durant,BKN,4,44.0,26.3,8.0,20.8,38.6,1.8,5.3,33.3,8.5,9.5,89.5,0.5,5.3,5.8,6.3,1.0,0.3,5.3,20.5,2021-21
9,Jayson Tatum,BOS,24,41.0,25.6,8.4,19.7,42.6,3.2,8.2,39.3,5.7,7.1,80.0,1.0,5.7,6.7,6.2,1.2,0.9,4.2,23.7,2021-21
10,Donovan Mitchell,UTA,6,38.3,25.5,8.8,22.2,39.8,1.7,8.0,20.8,6.2,7.0,88.1,1.0,3.3,4.3,5.7,0.7,0.5,2.7,19.8,2021-21
11,Anthony Edwards,MIN,6,37.8,25.2,8.3,18.3,45.5,3.8,9.5,40.4,4.7,5.7,82.4,0.7,3.5,4.2,3.0,1.2,1.2,2.5,21.2,2021-21
12,Joel Embiid,PHI,10,38.5,23.6,7.8,16.1,48.4,0.7,3.3,21.2,7.3,8.9,82.0,2.1,8.6,10.7,2.1,0.4,0.8,3.2,24.5,2021-21
13,Devin Booker,PHX,10,36.6,23.3,7.9,17.5,45.1,2.8,6.5,43.1,4.7,5.3,88.7,1.0,3.8,4.8,4.4,0.5,0.4,3.2,20.0,2021-21
14,Jaylen Brown,BOS,24,38.3,23.1,8.2,17.5,47.0,2.5,6.7,37.3,4.2,5.5,76.3,1.4,5.5,6.9,3.5,1.1,0.4,3.1,21.5,2021-21
15,Pascal Siakam,TOR,6,43.3,22.8,8.5,17.8,47.7,0.7,2.8,23.5,5.2,6.0,86.1,1.3,5.8,7.2,5.8,1.2,1.0,2.2,25.7,2021-21
16,CJ McCollum,NOP,6,39.0,22.2,8.2,20.8,39.2,2.8,8.5,33.3,3.0,4.3,69.2,1.8,4.8,6.7,4.8,0.7,0.8,2.5,18.7,2021-21
17,Karl-Anthony Towns,MIN,6,37.0,21.8,6.5,13.3,48.8,1.7,3.7,45.5,7.2,8.3,86.0,1.8,9.0,10.8,2.2,0.7,2.0,4.5,25.0,2021-21
18,Jalen Brunson,DAL,18,34.9,21.6,8.1,17.3,46.6,1.4,4.2,34.7,4.0,5.0,80.0,0.8,3.8,4.6,3.7,0.8,0.1,1.1,19.4,2021-21
19,Kyrie Irving,BKN,4,42.5,21.3,7.0,15.8,44.4,2.0,5.3,38.1,5.3,5.3,100.0,1.5,3.8,5.3,5.3,1.8,1.3,2.3,23.8,2021-21
20,De'Andre Hunter,ATL,5,35.0,21.2,7.8,14.0,55.7,2.4,5.2,46.2,3.2,4.0,80.0,0.4,3.4,3.8,0.6,0.8,0.2,2.2,17.4,2021-21
21,DeMar DeRozan,CHI,5,40.6,20.8,7.8,19.0,41.1,0.0,1.8,0.0,5.2,6.0,86.7,0.2,5.2,5.4,4.8,1.8,0.4,2.2,19.0,2021-21
22,Tyrese Maxey,PHI,12,40.4,20.8,7.3,15.2,48.4,2.2,5.8,37.7,3.9,4.2,94.0,0.5,3.0,3.5,3.9,0.8,0.2,1.8,19.3,2021-21
23,Nikola Vučević,CHI,5,36.2,19.4,8.0,18.2,44.0,2.6,8.4,31.0,0.8,1.0,80.0,2.8,9.6,12.4,3.2,0.4,1.2,1.6,24.6,2021-21
24,Zach LaVine,CHI,4,38.3,19.3,6.8,15.8,42.9,2.3,6.0,37.5,3.5,3.8,93.3,0.0,5.3,5.3,6.0,0.8,0.3,3.0,19.3,2021-21
25,Jrue Holiday,MIL,12,38.6,19.1,7.4,19.6,37.9,2.1,6.6,31.6,2.2,2.6,83.9,1.0,4.6,5.6,6.5,1.8,0.6,2.8,18.1,2021-21
26,Klay Thompson,GSW,22,36.0,19.0,7.2,16.7,42.9,3.5,9.1,38.5,1.2,1.4,86.7,0.3,3.6,3.9,2.3,1.1,0.7,1.3,16.0,2021-21
27,Desmond Bane,MEM,12,35.7,18.8,6.3,13.3,47.8,3.6,7.3,48.9,2.5,2.9,85.7,0.4,3.3,3.8,2.2,0.9,0.8,1.3,17.7,2021-21
28,James Harden,PHI,12,39.9,18.6,5.3,13.2,40.5,2.3,6.3,36.8,5.6,6.3,89.3,0.9,4.8,5.7,8.6,0.8,0.7,4.2,21.6,2021-21
29,Bojan Bogdanović,UTA,6,35.7,18.0,6.5,13.5,48.1,1.8,5.5,33.3,3.2,4.0,79.2,0.5,3.7,4.2,1.7,0.3,0.0,2.0,14.3,2021-21
30,Deandre Ayton,PHX,13,30.5,17.9,8.1,12.6,64.0,0.2,0.3,50.0,1.6,2.5,63.6,2.5,6.4,8.9,1.7,0.4,0.8,1.5,22.8,2021-21
31,Chris Paul,PHX,13,34.5,17.5,6.7,11.9,56.1,1.5,3.8,38.8,2.7,2.8,94.6,0.5,3.6,4.2,8.3,1.5,0.2,2.4,23.8,2021-21
32,Jordan Clarkson,UTA,6,28.3,17.5,6.7,12.2,54.8,1.5,4.0,37.5,2.7,3.0,88.9,0.8,2.3,3.2,1.3,0.5,0.2,1.7,15.2,2021-21
33,OG Anunoby,TOR,6,36.2,17.3,6.5,13.7,47.6,2.3,6.8,34.1,2.0,2.7,75.0,1.2,2.8,4.0,2.5,1.0,0.2,1.7,15.5,2021-21
34,Jordan Poole,GSW,22,27.5,17.0,5.9,11.5,50.8,2.3,5.8,39.1,3.0,3.2,91.5,0.5,2.4,2.8,3.8,0.8,0.4,2.4,16.3,2021-21
35,Tobias Harris,PHI,12,38.8,16.9,6.8,13.5,50.0,1.8,4.8,38.6,1.6,1.8,86.4,0.8,6.8,7.6,2.9,1.1,0.8,1.5,20.8,2021-21
36,Andrew Wiggins,GSW,22,34.9,16.5,6.5,13.9,46.9,1.6,4.8,33.3,1.9,3.0,64.6,2.5,5.0,7.5,1.8,1.0,1.0,1.4,18.1,2021-21
37,Marcus Smart,BOS,21,36.2,15.4,5.4,13.3,40.5,2.3,6.5,35.0,2.4,3.0,80.6,1.0,3.6,4.5,5.9,1.2,0.2,2.5,16.3,2021-21
38,Jaren Jackson Jr.,MEM,12,27.7,15.4,4.9,13.0,37.8,2.3,6.0,37.5,3.3,4.4,75.5,2.2,4.6,6.8,0.9,0.8,2.5,1.4,15.8,2021-21
39,Trae Young,ATL,5,37.4,15.4,4.4,13.8,31.9,1.4,7.6,18.4,5.2,6.6,78.8,1.0,4.0,5.0,6.0,0.6,0.0,6.2,10.0,2021-21
40,Gary Trent Jr.,TOR,6,33.2,15.3,5.2,13.7,37.8,2.2,6.5,33.3,2.8,3.2,89.5,0.2,1.5,1.7,1.3,1.0,0.5,0.5,10.5,2021-21
41,Bam Adebayo,MIA,18,34.1,14.8,5.8,9.7,59.4,0.0,0.1,0.0,3.2,4.2,76.3,2.1,5.9,8.0,2.7,1.0,0.7,2.1,20.1,2021-21
42,Dillon Brooks,MEM,11,30.5,14.6,5.5,15.6,34.9,2.3,6.5,34.7,1.5,2.3,64.0,0.7,2.0,2.7,2.7,1.0,0.3,2.0,8.4,2021-21
43,Jonas Valančiūnas,NOP,6,29.2,14.5,5.5,11.3,48.5,0.2,1.0,16.7,3.3,4.3,76.9,5.5,8.8,14.3,3.0,0.7,0.2,2.0,23.8,2021-21
43,Seth Curry,BKN,4,33.0,14.5,5.5,9.8,56.4,3.0,5.8,52.2,0.5,0.8,66.7,0.5,2.0,2.5,3.0,0.3,0.8,0.8,15.8,2021-21
45,Bogdan Bogdanović,ATL,4,26.8,14.3,5.0,12.3,40.8,2.3,6.5,34.6,2.0,2.5,80.0,1.0,3.8,4.8,3.0,0.3,0.3,1.0,13.8,2021-21
46,Spencer Dinwiddie,DAL,18,27.8,14.2,4.4,10.7,41.7,2.2,5.3,41.7,3.1,3.7,82.1,0.4,2.0,2.4,3.6,0.8,0.3,1.6,12.9,2021-21
47,Bruce Brown,BKN,4,34.8,14.0,5.3,9.3,56.8,1.5,3.5,42.9,2.0,2.5,80.0,1.5,3.3,4.8,2.8,1.3,0.8,2.3,16.8,2021-21
47,Monté Morris,DEN,5,31.2,14.0,5.0,10.2,49.0,2.2,5.2,42.3,1.8,2.4,75.0,0.2,2.0,2.2,5.4,1.2,0.0,1.6,15.4,2021-21
49,Aaron Gordon,DEN,5,32.0,13.8,4.6,10.8,42.6,0.6,3.0,20.0,4.0,5.6,71.4,3.6,3.6,7.2,2.6,0.4,1.2,1.6,15.8,2021-21
49,Will Barton,DEN,5,34.4,13.8,5.4,13.2,40.9,2.2,5.6,39.3,0.8,1.2,66.7,1.0,4.6,5.6,2.8,0.8,0.2,2.0,13.0,2021-21
51,Mikal Bridges,PHX,13,38.5,13.3,5.1,10.6,47.8,1.0,2.5,39.4,2.2,2.3,93.3,0.9,3.8,4.7,2.8,1.1,1.0,0.8,16.4,2021-21
52,Tyler Herro,MIA,15,25.4,12.6,4.9,12.1,40.9,1.1,4.7,22.9,1.7,1.8,92.6,0.5,3.4,3.9,2.8,0.6,0.4,1.8,11.2,2021-21
53,Brandon Clarke,MEM,12,24.7,12.3,4.7,7.6,61.5,0.0,0.1,0.0,3.0,4.5,66.7,3.1,3.8,6.9,2.0,0.8,0.8,1.0,17.4,2021-21
54,Al Horford,BOS,23,35.4,12.0,4.4,8.4,52.3,2.0,4.3,48.0,1.2,1.6,77.8,1.5,7.8,9.3,3.3,0.8,1.3,1.3,21.2,2021-21
55,D'Angelo Russell,MIN,6,32.7,12.0,4.0,12.0,33.3,2.0,5.2,38.7,2.0,2.7,75.0,0.0,2.5,2.5,6.7,1.5,0.0,2.8,11.2,2021-21
55,Rudy Gobert,UTA,6,32.8,12.0,3.5,5.5,63.6,0.0,0.0,0.0,5.0,7.3,68.2,3.5,9.7,13.2,0.5,0.2,1.0,1.3,21.2,2021-21
57,Patrick Williams,CHI,5,30.6,11.8,4.4,9.4,46.8,1.4,4.2,33.3,1.6,2.2,72.7,1.2,4.2,5.4,0.8,1.0,0.6,1.4,12.6,2021-21
58,Dorian Finney-Smith,DAL,18,38.2,11.7,4.1,8.7,47.1,2.6,6.0,42.6,0.9,1.3,70.8,1.8,3.7,5.5,1.9,0.9,0.4,1.0,14.5,2021-21
59,Chris Boucher,TOR,6,21.7,11.2,4.3,7.0,61.9,1.0,2.5,40.0,1.5,1.7,90.0,2.0,3.8,5.8,0.2,0.2,1.2,0.3,15.3,2021-21
60,Patrick Beverley,MIN,6,32.3,11.0,3.5,8.2,42.9,1.5,4.3,34.6,2.5,3.7,68.2,0.7,2.5,3.2,4.8,1.2,1.2,2.0,13.5,2021-21
61,Max Strus,MIA,18,29.1,10.9,3.8,10.1,37.4,2.6,7.9,33.1,0.7,1.0,72.2,0.8,3.2,4.1,2.1,0.8,0.4,1.1,10.6,2021-21
62,Cameron Johnson,PHX,13,24.6,10.8,3.5,7.6,46.5,1.7,4.5,37.3,2.0,2.5,81.3,0.7,2.8,3.5,1.5,0.4,0.1,0.9,10.8,2021-21
63,Herbert Jones,NOP,6,37.7,10.7,3.5,7.3,47.7,0.8,2.0,41.7,2.8,3.7,77.3,1.3,2.0,3.3,1.8,1.8,0.8,1.3,12.5,2021-21
64,DeMarcus Cousins,DEN,5,11.4,10.6,3.8,5.8,65.5,0.8,1.2,66.7,2.2,3.0,73.3,0.6,2.8,3.4,1.2,0.6,0.2,1.4,11.8,2021-21
64,Victor Oladipo,MIA,15,24.5,10.6,3.3,9.1,36.8,1.1,4.1,27.4,2.8,3.5,79.2,0.3,3.1,3.4,2.1,1.3,0.3,1.7,9.5,2021-21
66,Bobby Portis,MIL,12,24.8,10.6,4.0,9.6,41.7,1.2,3.9,29.8,1.4,1.8,77.3,2.1,7.9,10.0,0.8,0.4,0.3,1.3,14.7,2021-21
66,Brook Lopez,MIL,12,27.7,10.6,4.2,8.5,49.0,0.5,2.3,21.4,1.8,1.9,91.3,2.3,3.7,5.9,0.7,0.5,1.5,0.9,13.8,2021-21
68,Reggie Bullock Jr.,DAL,18,39.3,10.6,3.4,8.4,40.4,2.9,7.3,39.7,0.9,1.0,88.9,0.4,4.1,4.6,1.7,1.2,0.1,0.4,12.5,2021-21
69,Goran Dragic,BKN,4,19.8,10.5,4.5,8.0,56.3,1.0,3.0,33.3,0.5,0.5,100.0,1.5,3.0,4.5,1.5,0.8,0.0,1.3,12.5,2021-21
69,Nic Claxton,BKN,4,24.5,10.5,4.8,6.0,79.2,0.0,0.0,0.0,1.0,5.5,18.2,1.8,4.5,6.3,1.5,1.3,2.3,0.5,15.5,2021-21
71,Danilo Gallinari,ATL,5,22.4,10.2,3.6,9.0,40.0,0.8,3.0,26.7,2.2,2.2,100.0,0.4,3.8,4.2,0.8,0.2,0.0,1.0,9.0,2021-21
72,Precious Achiuwa,TOR,6,27.8,10.2,4.2,8.7,48.1,0.8,2.7,31.3,1.0,1.7,60.0,1.3,3.5,4.8,1.0,0.2,0.8,1.5,10.3,2021-21
73,Pat Connaughton,MIL,12,26.5,9.5,3.5,7.3,47.7,2.1,5.3,39.1,0.4,0.4,100.0,0.3,4.0,4.3,0.9,0.4,0.3,0.6,11.0,2021-21
74,John Collins,ATL,5,24.4,9.4,3.8,7.8,48.7,0.8,2.2,36.4,1.0,2.0,50.0,0.4,4.2,4.6,1.2,0.4,0.2,1.0,9.8,2021-21
75,Jae Crowder,PHX,13,29.5,9.4,3.2,8.1,40.0,1.5,4.8,30.2,1.5,2.0,73.1,0.6,4.1,4.7,2.4,1.0,0.5,1.5,11.2,2021-21
76,Jaden McDaniels,MIN,6,21.7,9.3,3.0,5.7,52.9,1.7,3.3,50.0,1.7,2.0,83.3,0.8,2.0,2.8,0.7,0.3,1.8,1.0,11.0,2021-21
77,Bones Hyland,DEN,5,17.4,9.2,2.6,7.2,36.1,1.6,4.6,34.8,2.4,2.8,85.7,0.2,1.8,2.0,3.2,0.2,0.0,1.2,8.4,2021-21
77,Kevin Huerter,ATL,5,30.8,9.2,3.4,9.4,36.2,1.8,6.2,29.0,0.6,0.8,75.0,0.2,2.8,3.0,3.8,1.2,0.6,2.2,9.4,2021-21
79,Larry Nance Jr.,NOP,6,21.7,9.2,3.7,6.5,56.4,0.3,1.5,22.2,1.5,1.8,81.8,3.2,2.7,5.8,1.8,0.5,0.3,1.0,13.5,2021-21
79,Mike Conley,UTA,6,29.0,9.2,3.2,9.5,33.3,0.8,4.2,20.0,2.0,2.5,80.0,0.3,2.8,3.2,4.8,0.8,0.3,2.2,9.3,2021-21
79,Tyus Jones,MEM,12,21.8,9.2,3.3,8.3,39.4,1.5,3.8,40.0,1.2,1.3,93.3,0.3,2.9,3.3,4.5,1.2,0.2,1.1,12.1,2021-21
82,Maxi Kleber,DAL,18,25.4,8.7,3.0,5.9,50.9,1.9,4.3,43.6,0.8,1.2,71.4,0.8,3.7,4.6,1.1,0.2,0.8,0.6,11.6,2021-21
83,Grant Williams,BOS,24,27.3,8.6,2.7,6.3,43.3,1.5,3.7,39.3,1.8,2.2,80.8,1.0,2.8,3.8,0.8,0.3,0.8,0.8,9.5,2021-21
84,Danny Green,PHI,12,26.6,8.6,3.0,7.4,40.4,2.6,6.3,40.8,0.0,0.1,0.0,0.8,2.3,3.1,0.8,1.0,0.3,1.1,8.3,2021-21
85,Derrick White,BOS,23,25.4,8.5,2.8,7.7,36.4,1.1,3.6,31.3,1.8,2.2,82.4,0.3,2.7,3.0,2.7,0.9,0.6,1.3,9.2,2021-21
86,Malik Beasley,MIN,6,19.8,8.5,3.2,7.3,43.2,1.3,4.2,32.0,0.8,1.0,83.3,0.3,3.0,3.3,0.7,0.3,0.2,1.2,7.5,2021-21
87,Coby White,CHI,5,19.6,8.4,3.0,9.0,33.3,1.6,5.8,27.6,0.8,1.0,80.0,0.0,3.4,3.4,1.8,0.2,0.0,1.2,6.4,2021-21
88,Grayson Allen,MIL,12,25.4,8.3,3.1,6.8,45.1,1.6,4.0,39.6,0.6,0.9,63.6,0.4,2.5,2.9,1.3,0.7,0.3,0.8,8.7,2021-21
89,Delon Wright,ATL,5,27.4,8.2,3.0,5.8,51.7,1.0,2.6,38.5,1.2,1.8,66.7,2.2,2.6,4.8,2.8,0.8,0.2,1.0,12.4,2021-21
90,Draymond Green,GSW,22,32.0,8.0,3.1,6.5,47.9,0.4,1.8,20.5,1.4,2.1,63.8,1.2,6.0,7.2,6.3,1.1,1.0,2.7,16.8,2021-21
90,Gabe Vincent,MIA,18,23.5,8.0,2.8,7.3,38.2,1.4,4.5,30.9,1.1,1.1,95.0,0.2,1.8,1.9,3.2,0.8,0.3,1.4,8.2,2021-21
90,Jose Alvarado,NOP,6,19.5,8.0,2.7,5.5,48.5,1.0,2.7,37.5,1.7,2.2,76.9,0.3,1.0,1.3,1.5,1.2,0.2,1.2,7.7,2021-21
93,P.J. Tucker,MIA,18,28.3,7.9,3.0,6.1,49.5,1.3,2.8,45.1,0.6,0.9,68.8,1.9,3.7,5.7,1.8,0.8,0.3,0.7,12.3,2021-21
94,Robert Williams III,BOS,17,23.2,7.7,3.1,4.6,67.9,0.0,0.1,0.0,1.5,1.6,89.3,2.5,3.6,6.2,1.0,0.7,2.2,0.6,15.6,2021-21
95,Ziaire Williams,MEM,10,16.8,6.9,2.3,5.2,44.2,1.1,3.6,30.6,1.2,1.3,92.3,0.4,1.2,1.6,0.5,0.5,0.0,0.2,6.3,2021-21
96,JaVale McGee,PHX,12,11.1,6.8,2.9,4.2,70.0,0.0,0.1,0.0,0.9,1.1,84.6,1.3,2.7,4.0,0.6,0.3,0.4,0.8,9.8,2021-21
97,Alex Caruso,CHI,4,28.3,6.3,2.3,5.8,39.1,1.8,4.5,38.9,0.0,0.0,0.0,0.5,2.3,2.8,4.3,1.3,1.0,0.3,11.8,2021-21
97,Patty Mills,BKN,4,18.0,6.3,2.3,4.0,56.3,1.8,3.3,53.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,5.5,2021-21
99,Jordan McLaughlin,MIN,5,16.6,6.2,2.4,3.4,70.6,0.8,1.4,57.1,0.6,0.8,75.0,0.0,2.4,2.4,3.4,1.0,0.0,0.4,11.4,2021-21
100,Royce O'Neale,UTA,6,31.3,6.2,2.3,5.8,40.0,1.2,4.2,28.0,0.3,0.3,100.0,1.0,4.7,5.7,1.5,0.5,0.2,0.5,10.0,2021-21
100,Wesley Matthews,MIL,12,28.8,6.2,2.1,5.3,39.1,1.5,3.8,40.0,0.5,0.8,66.7,0.8,2.3,3.1,1.2,0.8,0.3,0.5,7.4,2021-21
102,Kyle Anderson,MEM,12,18.4,6.0,2.4,4.3,56.9,0.3,1.0,25.0,0.9,1.5,61.1,0.8,3.5,4.3,1.8,0.9,0.6,0.8,10.3,2021-21
102,Taurean Prince,MIN,5,13.0,6.0,2.0,5.4,37.0,0.8,2.8,28.6,1.2,1.4,85.7,0.2,1.4,1.6,1.2,0.4,0.2,0.8,5.0,2021-21
104,Jaxson Hayes,NOP,6,13.8,5.8,2.3,4.2,56.0,0.0,0.5,0.0,1.2,1.8,63.6,0.7,1.8,2.5,0.2,0.0,0.3,0.7,5.7,2021-21
105,Kevon Looney,GSW,22,20.4,5.8,2.6,4.0,65.9,0.0,0.0,0.0,0.5,0.8,61.1,2.9,4.8,7.6,2.2,0.4,0.5,0.9,13.9,2021-21
106,Duncan Robinson,MIA,13,12.2,5.6,1.9,4.4,43.9,1.4,3.6,38.3,0.4,0.5,83.3,0.2,1.6,1.8,0.4,0.3,0.1,0.2,5.4,2021-21
107,De'Anthony Melton,MEM,10,17.0,5.6,2.1,6.5,32.3,1.1,4.4,25.0,0.3,0.4,75.0,0.9,2.2,3.1,1.6,1.0,0.5,1.4,5.9,2021-21
108,Jarred Vanderbilt,MIN,6,21.5,5.5,2.2,4.5,48.1,0.0,0.0,0.0,1.2,1.7,70.0,2.0,5.2,7.2,0.7,1.2,0.3,0.8,11.2,2021-21
109,Otto Porter Jr.,GSW,19,19.5,5.4,2.0,4.1,49.4,1.0,2.5,40.4,0.4,0.5,77.8,0.6,2.8,3.4,1.8,0.9,0.3,0.6,9.0,2021-21
110,Onyeka Okongwu,ATL,5,21.6,5.2,1.8,3.2,56.3,0.0,0.0,0.0,1.6,2.0,80.0,2.2,3.2,5.4,0.4,0.8,0.8,0.8,10.0,2021-21
111,Jonathan Kuminga,GSW,16,8.6,5.2,1.9,3.8,50.0,0.2,0.8,23.1,1.3,1.6,76.9,0.3,1.4,1.7,0.5,0.2,0.1,0.7,4.8,2021-21
112,Trey Murphy III,NOP,6,20.0,5.2,1.5,3.7,40.9,1.5,3.2,47.4,0.7,0.8,80.0,0.5,2.0,2.5,0.5,0.5,0.2,0.2,6.3,2021-21
113,Shake Milton,PHI,12,13.2,5.0,1.5,3.2,47.4,0.7,1.3,53.3,1.3,1.7,80.0,0.3,1.3,1.6,0.9,0.5,0.3,0.4,5.8,2021-21
114,Georges Niang,PHI,12,16.5,4.8,1.7,4.0,41.7,1.3,3.6,37.2,0.2,0.2,100.0,0.3,1.2,1.5,0.9,0.3,0.0,0.6,4.6,2021-21
115,Naz Reid,MIN,5,10.8,4.8,1.4,3.4,41.2,0.6,1.4,42.9,1.4,1.4,100.0,0.4,2.4,2.8,0.0,0.2,1.2,1.0,6.0,2021-21
116,Payton Pritchard,BOS,24,12.9,4.8,1.8,4.3,42.2,1.0,3.0,33.3,0.2,0.3,66.7,0.4,1.5,1.9,1.6,0.3,0.1,0.4,5.7,2021-21
117,Caleb Martin,MIA,17,12.3,4.5,1.9,4.7,40.0,0.6,1.9,30.3,0.1,0.4,33.3,0.7,1.5,2.2,0.3,0.6,0.1,0.6,4.0,2021-21
118,Xavier Tillman,MEM,9,15.4,4.4,2.0,2.8,72.0,0.1,0.2,50.0,0.3,0.7,50.0,1.4,1.9,3.3,0.7,0.7,0.1,1.1,7.0,2021-21
119,Danuel House Jr.,UTA,6,18.7,4.3,1.5,3.7,40.9,0.3,1.7,20.0,1.0,1.3,75.0,0.3,2.5,2.8,0.7,0.0,0.2,1.0,4.5,2021-21
119,Landry Shamet,PHX,12,16.0,4.3,1.6,4.0,39.6,0.8,2.2,34.6,0.4,0.6,71.4,0.3,1.4,1.7,1.3,0.5,0.0,0.6,4.6,2021-21
121,Austin Rivers,DEN,5,21.6,4.2,1.6,3.6,44.4,0.8,2.4,33.3,0.2,0.2,100.0,0.0,0.6,0.6,1.2,1.4,0.2,0.8,4.8,2021-21
