#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
318,Bogdan Bogdanović,ATL,1,19.0,6.0,2.0,11.0,18.2,2.0,8.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2023-24
318,Duane Washington Jr.,CHA,2,10.0,6.0,2.5,6.5,38.5,0.5,2.0,25.0,0.5,2.5,20.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,-1.0,2023-24
318,Duop Reath,POR,4,14.0,6.0,2.3,6.5,34.6,1.5,4.3,35.3,0.0,0.5,0.0,0.5,2.0,2.5,0.8,1.3,0.3,1.0,5.0,2023-24
318,Gary Harris,ORL,2,15.0,6.0,2.0,2.5,80.0,1.5,1.5,100.0,0.5,1.0,50.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,6.0,2023-24
318,Jahmir Young,DEN,2,11.0,6.0,2.5,3.5,71.4,0.0,0.5,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,1.5,5.5,2023-24
318,Jamal Cain,NOP,3,11.7,6.0,2.3,4.7,50.0,0.3,1.3,25.0,1.0,1.7,60.0,1.0,2.7,3.7,0.0,0.0,1.0,1.3,6.3,2023-24
318,Miles Norris,MEM,1,6.0,6.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,2023-24
318,Sam Merrill,CLE,2,15.0,6.0,1.5,6.5,23.1,1.5,6.5,23.1,1.5,1.5,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.5,3.5,2023-24
318,Terrence Shannon Jr.,MIN,5,17.4,6.0,1.8,5.4,33.3,0.0,2.0,0.0,2.4,2.8,85.7,0.2,2.2,2.4,2.2,0.4,0.0,1.2,5.8,2023-24
328,Jaxson Hayes,LAL,6,20.0,5.8,2.5,4.5,55.6,0.0,0.0,0.0,0.8,1.8,45.5,2.3,3.7,6.0,1.8,0.7,1.0,0.7,11.7,2023-24
328,Jeff Dowtin Jr.,PHI,6,15.0,5.8,2.3,5.3,43.8,0.5,2.2,23.1,0.7,1.5,44.4,0.5,1.5,2.0,3.0,0.8,0.0,0.7,7.2,2023-24
330,Alex Ducas,OKC,5,16.0,5.8,2.2,5.6,39.3,1.0,3.6,27.8,0.4,0.8,50.0,0.0,1.6,1.6,0.6,0.4,0.4,0.8,4.2,2023-24
330,Bruno Fernando,TOR,5,14.0,5.8,2.4,4.6,52.2,0.0,0.2,0.0,1.0,1.2,83.3,1.6,3.4,5.0,0.8,1.0,0.4,1.6,9.0,2023-24
330,John Konchar,MEM,5,21.8,5.8,1.8,4.4,40.9,0.6,2.6,23.1,1.6,1.8,88.9,2.2,2.8,5.0,2.0,1.0,1.0,0.8,11.2,2023-24
330,Lester Quinones,PHI,5,13.6,5.8,2.0,6.0,33.3,1.2,4.0,30.0,0.6,0.8,75.0,0.6,1.8,2.4,0.6,0.8,0.2,0.6,5.0,2023-24
330,Neemias Queta,BOS,5,14.8,5.8,2.0,3.4,58.8,0.0,0.2,0.0,1.8,2.0,90.0,1.4,4.4,5.8,2.0,0.2,0.8,1.0,12.0,2023-24
335,Charlie Brown Jr.,CHA,4,13.0,5.8,2.0,3.8,53.3,0.8,2.5,30.0,1.0,1.0,100.0,0.3,1.0,1.3,1.0,1.5,0.3,0.5,7.5,2023-24
335,Tristen Newton,IND,4,14.8,5.8,1.5,4.5,33.3,1.0,2.8,36.4,1.8,2.8,63.6,0.5,1.8,2.3,3.5,1.5,0.0,2.5,6.5,2023-24
337,Aaron Nesmith,IND,3,16.7,5.7,2.0,5.3,37.5,1.0,2.7,37.5,0.7,0.7,100.0,0.3,1.3,1.7,1.0,0.3,0.7,0.7,5.3,2023-24
337,Ben Simmons,BKN,3,17.3,5.7,2.7,4.7,57.1,0.0,0.0,0.0,0.3,0.7,50.0,1.3,3.7,5.0,3.7,0.3,0.3,1.0,11.7,2023-24
337,Daniel Theis,NOP,3,17.7,5.7,2.3,4.3,53.8,0.3,1.0,33.3,0.7,0.7,100.0,1.3,0.3,1.7,0.7,0.7,0.3,1.3,5.7,2023-24
337,T.J. Warren,NYK,3,10.0,5.7,1.7,2.7,62.5,0.3,1.3,25.0,2.0,2.0,100.0,1.0,1.7,2.7,0.7,0.0,0.0,0.3,7.7,2023-24
337,Tristan da Silva,ORL,3,14.3,5.7,2.0,4.3,46.2,0.7,2.0,33.3,1.0,1.3,75.0,0.7,1.7,2.3,0.7,0.0,0.3,0.3,6.0,2023-24
342,Oso Ighodaro,PHX,5,24.4,5.6,2.8,5.0,56.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,2.8,4.0,2.6,0.4,1.2,1.6,10.0,2023-24
343,Craig Porter Jr.,CLE,4,13.3,5.5,2.0,5.0,40.0,0.8,1.8,42.9,0.8,1.0,75.0,0.8,1.0,1.8,2.3,0.3,0.5,1.5,5.5,2023-24
343,Elijah Harkless,LAC,2,10.5,5.5,2.5,5.0,50.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.0,0.5,0.0,6.5,2023-24
343,JT Thor,CLE,4,10.3,5.5,1.5,3.5,42.9,0.3,0.8,33.3,2.3,3.0,75.0,1.3,1.3,2.5,0.5,0.5,0.5,0.0,6.8,2023-24
343,Jarrett Culver,ORL,2,9.0,5.5,2.0,4.0,50.0,0.5,1.0,50.0,1.0,1.0,100.0,1.5,1.5,3.0,0.0,0.0,0.5,0.5,6.5,2023-24
343,Justin Champagnie,WAS,4,14.5,5.5,1.8,3.8,46.7,0.3,1.3,20.0,1.8,2.3,77.8,0.8,1.8,2.5,0.0,0.0,0.8,1.3,5.0,2023-24
343,Taylor Funk,WAS,2,9.5,5.5,2.0,5.5,36.4,1.5,5.0,30.0,0.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.0,0.5,5.0,2023-24
343,Zyon Pullin,MIA,2,16.5,5.5,2.0,4.5,44.4,0.5,2.0,25.0,1.0,1.5,66.7,0.5,2.5,3.0,2.0,1.0,0.0,1.0,7.5,2023-24
350,Alex Len,SAC,5,16.2,5.4,2.2,4.2,52.4,0.2,0.4,50.0,0.8,1.2,66.7,1.8,4.2,6.0,1.4,0.2,0.4,1.6,9.4,2023-24
350,Daniss Jenkins,DET,5,13.0,5.4,2.2,6.4,34.4,1.0,2.8,35.7,0.0,0.2,0.0,0.4,2.2,2.6,1.6,0.8,0.2,1.4,4.8,2023-24
350,Thomas Bryant,MIA,5,10.2,5.4,2.4,4.6,52.2,0.2,2.0,10.0,0.4,0.4,100.0,0.6,1.8,2.4,0.6,0.6,0.2,1.0,6.0,2023-24
350,Trey Alexander,DEN,5,14.2,5.4,1.6,5.2,30.8,0.4,1.6,25.0,1.8,2.2,81.8,0.4,2.4,2.8,2.4,1.0,0.0,1.6,6.0,2023-24
354,Ryan Rollins,MIL,3,10.3,5.3,2.0,4.7,42.9,1.3,2.7,50.0,0.0,0.0,0.0,0.3,2.0,2.3,1.7,0.3,0.3,1.3,6.0,2023-24
354,Yves Missi,NOP,3,16.7,5.3,2.0,2.7,75.0,0.0,0.0,0.0,1.3,2.3,57.1,1.0,2.0,3.0,0.7,1.0,2.0,1.0,9.3,2023-24
356,AJ Johnson,MIL,4,23.5,5.3,2.0,11.5,17.4,0.8,3.5,21.4,0.5,0.8,66.7,1.0,2.0,3.0,4.3,0.0,0.0,2.8,0.0,2023-24
356,Anžejs Pasečņiks,MIL,4,13.3,5.3,2.5,4.3,58.8,0.0,0.0,0.0,0.3,0.8,33.3,1.0,3.0,4.0,1.3,1.0,0.0,1.3,8.0,2023-24
356,Leonard Miller,MIN,4,12.3,5.3,2.0,4.0,50.0,0.5,1.5,33.3,0.8,0.8,100.0,0.5,4.0,4.5,0.8,0.5,0.5,0.8,8.8,2023-24
359,Johnny Davis,WAS,5,14.0,5.2,1.6,3.8,42.1,0.2,1.0,20.0,1.8,3.2,56.3,0.6,1.0,1.6,1.6,0.6,0.2,0.4,5.2,2023-24
360,Cody Martin,CHA,1,8.0,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,7.0,2023-24
360,Cormac Ryan,OKC,3,10.3,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.0,5.0,2023-24
360,Emanuel Miller,DAL,3,9.3,5.0,2.0,2.7,75.0,0.0,0.3,0.0,1.0,1.0,100.0,0.0,1.3,1.3,0.3,0.0,0.7,0.0,6.7,2023-24
360,Eric Gordon,PHI,5,12.6,5.0,1.8,5.0,36.0,1.2,2.8,42.9,0.2,0.2,100.0,0.2,0.6,0.8,0.4,0.4,0.2,0.4,3.2,2023-24
360,Keita Bates-Diop,MIN,2,12.5,5.0,2.0,4.5,44.4,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.0,0.0,1.5,3.5,2023-24
360,Keshad Johnson,MIA,4,14.8,5.0,2.3,4.8,47.4,0.5,2.3,22.2,0.0,0.3,0.0,0.5,1.5,2.0,0.8,1.0,0.5,1.0,5.5,2023-24
360,Kevon Looney,GSW,6,14.2,5.0,2.2,3.5,61.9,0.0,0.2,0.0,0.7,0.8,80.0,0.7,3.0,3.7,2.3,1.0,1.0,0.5,11.0,2023-24
360,Keyontae Johnson,CHA,5,15.6,5.0,2.0,5.0,40.0,0.4,1.6,25.0,0.6,0.6,100.0,1.4,1.4,2.8,0.8,0.6,0.0,0.4,5.8,2023-24
360,Luguentz Dort,OKC,3,19.0,5.0,2.0,4.3,46.2,0.3,1.7,20.0,0.7,0.7,100.0,0.3,2.3,2.7,1.7,0.7,1.0,0.7,8.0,2023-24
360,Malevy Leons,OKC,4,13.5,5.0,2.3,3.3,69.2,0.0,0.3,0.0,0.5,0.5,100.0,2.0,1.8,3.8,0.8,1.5,0.3,0.3,10.0,2023-24
360,Marcus Smart,MEM,3,20.3,5.0,1.0,3.0,33.3,0.3,1.3,25.0,2.7,3.0,88.9,0.3,0.7,1.0,3.3,1.3,0.3,2.3,6.3,2023-24
360,Micah Potter,UTA,1,10.0,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,2023-24
360,Torrey Craig,CHI,3,16.0,5.0,2.0,5.0,40.0,1.0,3.3,30.0,0.0,0.0,0.0,0.7,1.3,2.0,0.3,0.3,0.0,1.0,3.7,2023-24
360,Vít Krejčí,ATL,4,23.3,5.0,2.0,4.8,42.1,1.0,3.3,30.8,0.0,0.0,0.0,0.8,1.8,2.5,3.5,1.0,0.3,2.0,7.5,2023-24
360,Zhaire Smith,CLE,1,4.0,5.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2023-24
375,Justin Edwards,PHI,6,13.2,4.8,1.8,4.5,40.7,0.2,2.2,7.7,1.0,1.2,85.7,0.2,2.0,2.2,0.5,0.5,0.0,0.7,4.5,2023-24
376,Bol Bol,PHX,5,16.6,4.8,1.8,4.4,40.9,1.0,2.4,41.7,0.2,1.0,20.0,0.4,4.8,5.2,1.2,0.0,0.2,0.8,7.2,2023-24
376,Dru Smith,MIA,5,13.6,4.8,1.2,3.6,33.3,0.8,2.2,36.4,1.6,2.0,80.0,0.2,1.8,2.0,3.0,0.8,0.2,0.6,7.4,2023-24
376,Kyle Filipowski,UTA,5,13.2,4.8,1.8,4.2,42.9,0.6,2.2,27.3,0.6,0.8,75.0,1.2,3.2,4.4,1.8,0.4,0.6,1.6,7.8,2023-24
376,Reggie Jackson,PHI,5,9.6,4.8,1.8,4.2,42.9,0.8,2.4,33.3,0.4,0.4,100.0,0.2,0.8,1.0,2.0,0.2,0.2,0.4,5.4,2023-24
380,Alex Caruso,OKC,4,16.5,4.8,2.0,3.8,53.3,0.3,1.5,16.7,0.5,0.8,66.7,0.0,1.8,1.8,2.3,0.8,0.8,0.5,7.8,2023-24
380,Frank Kaminsky,PHX,4,9.8,4.8,1.5,3.5,42.9,0.8,2.5,30.0,1.0,1.0,100.0,0.3,2.8,3.0,0.5,0.3,0.3,0.0,6.8,2023-24
380,Jevon Carter,CHI,4,11.3,4.8,1.8,4.3,41.2,0.5,2.3,22.2,0.8,1.0,75.0,0.0,0.8,0.8,0.8,0.8,0.3,0.5,4.0,2023-24
380,Kevin Love,MIA,4,7.5,4.8,1.8,3.5,50.0,1.3,2.8,45.5,0.0,0.0,0.0,0.8,0.3,1.0,0.5,0.0,0.0,0.5,4.0,2023-24
380,Tyrese Martin,BKN,4,12.0,4.8,2.0,4.0,50.0,0.8,2.3,33.3,0.0,0.3,0.0,0.5,1.3,1.8,1.0,0.8,0.5,0.8,5.8,2023-24
385,Grant Williams,CHA,3,16.7,4.7,1.3,4.3,30.8,0.7,2.7,25.0,1.3,2.3,57.1,0.3,1.7,2.0,1.3,0.7,1.0,0.3,5.3,2023-24
385,Herbert Jones,NOP,3,21.7,4.7,1.7,5.0,33.3,1.0,3.3,30.0,0.3,0.7,50.0,0.7,2.3,3.0,1.3,1.7,0.0,1.3,5.7,2023-24
385,Kyle Anderson,GSW,6,17.0,4.7,1.5,3.7,40.9,1.0,1.8,54.5,0.7,0.7,100.0,0.0,2.7,2.7,2.5,0.7,0.2,1.0,7.5,2023-24
385,Luke Kennard,MEM,3,14.3,4.7,1.7,5.0,33.3,1.3,4.0,33.3,0.0,0.0,0.0,0.7,1.3,2.0,1.7,0.0,0.0,0.3,4.7,2023-24
389,KJ Simpson,CHA,5,16.2,4.6,1.0,4.4,22.7,0.4,2.4,16.7,2.2,2.6,84.6,0.0,2.4,2.4,2.0,0.4,0.4,2.0,4.0,2023-24
389,Mason Plumlee,PHX,5,15.8,4.6,1.6,3.2,50.0,0.0,0.0,0.0,1.4,2.0,70.0,1.4,3.8,5.2,1.8,0.6,0.2,1.4,8.8,2023-24
391,Jalen Hood-Schifino,LAL,6,19.8,4.5,2.0,7.0,28.6,0.2,1.7,10.0,0.3,0.5,66.7,0.7,1.8,2.5,3.8,0.5,0.2,2.2,4.2,2023-24
391,Tyler Smith,MIL,4,14.0,4.5,1.5,6.3,24.0,0.8,3.5,21.4,0.8,1.0,75.0,1.3,4.5,5.8,0.0,0.5,0.5,0.8,5.5,2023-24
393,D.J. Carton,TOR,5,12.6,4.4,1.4,4.0,35.0,0.2,1.4,14.3,1.4,1.6,87.5,0.6,1.4,2.0,2.0,0.6,0.0,0.6,5.6,2023-24
394,Isaac Okoro,CLE,3,18.0,4.3,1.7,5.3,31.3,0.7,2.3,28.6,0.3,1.3,25.0,0.3,1.0,1.3,1.3,1.0,0.0,0.7,2.7,2023-24
394,Mike Conley,MIN,3,13.0,4.3,1.7,4.3,38.5,1.0,3.3,30.0,0.0,0.0,0.0,0.3,1.3,1.7,1.7,0.0,0.0,0.7,4.3,2023-24
396,Armel Traore,LAL,4,13.0,4.3,1.8,4.0,43.8,0.0,1.3,0.0,0.8,1.3,60.0,1.3,3.0,4.3,0.3,0.5,0.8,0.8,6.5,2023-24
396,Jules Bernard,CLE,4,8.5,4.3,1.3,4.5,27.8,0.8,3.0,25.0,1.0,1.0,100.0,0.3,1.0,1.3,0.3,0.0,0.0,0.8,1.8,2023-24
396,MarJon Beauchamp,MIL,4,13.0,4.3,1.8,4.5,38.9,0.0,1.0,0.0,0.8,1.3,60.0,0.5,1.0,1.5,1.5,1.0,0.8,0.8,5.0,2023-24
396,Vasilije Micić,CHA,4,14.8,4.3,1.8,4.3,41.2,0.3,1.5,16.7,0.5,0.5,100.0,0.0,1.8,1.8,3.0,0.0,0.0,3.5,3.0,2023-24
400,Chris Duarte,CHI,5,11.0,4.2,1.4,4.8,29.2,0.8,3.4,23.5,0.6,0.8,75.0,0.2,1.8,2.0,0.8,0.4,0.8,1.4,3.2,2023-24
400,Hunter Tyson,DEN,5,18.2,4.2,1.4,5.0,28.0,0.6,3.2,18.8,0.8,1.6,50.0,1.8,3.0,4.8,1.2,0.2,0.0,0.8,5.2,2023-24
400,Tristan Vukcevic,WAS,5,7.0,4.2,1.6,2.8,57.1,0.2,1.0,20.0,0.8,1.0,80.0,0.0,0.8,0.8,0.2,0.0,0.4,0.6,3.6,2023-24
403,Bronny James,LAL,6,16.2,4.2,1.8,6.2,29.7,0.2,2.0,8.3,0.3,0.7,50.0,0.5,1.2,1.7,0.3,0.5,0.8,1.2,1.7,2023-24
404,A.J. Lawson,DAL,3,11.7,4.0,1.3,3.0,44.4,0.3,1.3,25.0,1.0,1.7,60.0,0.0,2.0,2.0,1.0,0.0,0.0,0.3,4.3,2023-24
404,Alondes Williams,DET,5,11.8,4.0,1.6,4.0,40.0,0.2,2.0,10.0,0.6,0.8,75.0,1.0,1.4,2.4,3.2,0.6,0.0,1.0,6.6,2023-24
404,Ariel Hukporti,NYK,4,12.3,4.0,1.8,2.8,63.6,0.0,0.0,0.0,0.5,2.0,25.0,0.8,2.5,3.3,0.3,0.8,0.5,0.8,5.5,2023-24
404,DeAndre Jordan,DEN,2,14.5,4.0,1.5,2.5,60.0,0.0,0.0,0.0,1.0,3.0,33.3,2.0,4.5,6.5,1.0,0.0,0.0,0.5,8.0,2023-24
404,E.J. Liddell,CHI,2,15.0,4.0,1.0,3.5,28.6,0.5,2.5,20.0,1.5,2.0,75.0,1.5,2.5,4.0,0.5,0.5,0.5,0.5,6.0,2023-24
404,Isaac Jones,SAC,5,12.4,4.0,1.6,4.0,40.0,0.0,1.4,0.0,0.8,0.8,100.0,1.2,1.2,2.4,1.4,0.4,0.4,0.6,5.6,2023-24
404,Isaiah Collier,UTA,4,16.8,4.0,1.0,3.8,26.7,0.3,1.3,20.0,1.8,1.8,100.0,0.0,0.3,0.3,4.3,1.8,0.0,3.3,4.3,2023-24
404,Jackson Rowe,GSW,2,6.5,4.0,1.5,3.0,50.0,0.0,1.5,0.0,1.0,1.0,100.0,1.5,1.5,3.0,1.0,0.0,0.5,0.0,7.0,2023-24
404,Jaden Springer,BOS,3,14.0,4.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,1.3,75.0,0.7,0.0,0.7,1.7,0.3,0.0,0.7,3.7,2023-24
404,Javonte Green,NOP,3,18.7,4.0,1.3,3.0,44.4,0.3,0.7,50.0,1.0,1.3,75.0,0.7,4.0,4.7,1.7,0.7,0.7,0.7,9.0,2023-24
404,Jaylen Clark,MIN,4,11.0,4.0,1.8,4.0,43.8,0.5,1.5,33.3,0.0,0.5,0.0,0.8,1.3,2.0,0.5,1.5,0.0,0.5,4.8,2023-24
404,Jeff Green,HOU,2,13.0,4.0,1.5,4.0,37.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.5,3.5,1.0,1.0,0.0,0.5,6.5,2023-24
404,Jeremiah Robinson-Earl,NOP,3,16.0,4.0,1.7,5.7,29.4,0.7,3.7,18.2,0.0,0.0,0.0,0.7,2.3,3.0,0.3,0.3,0.0,0.7,3.0,2023-24
404,Jonathan Isaac,ORL,2,7.5,4.0,1.5,2.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.5,0.5,6.0,2023-24
404,Kylor Kelley,LAL,1,6.0,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2023-24
404,Lamar Stevens,DET,3,13.0,4.0,1.7,3.3,50.0,0.3,0.7,50.0,0.3,1.3,25.0,1.0,2.3,3.3,1.3,0.7,1.0,1.0,6.7,2023-24
404,Liam Robbins,MIL,4,11.8,4.0,1.8,4.0,43.8,0.3,1.0,25.0,0.3,0.5,50.0,0.8,2.0,2.8,1.5,0.0,1.5,1.5,5.8,2023-24
404,Mac McClung,ORL,2,7.5,4.0,1.5,3.0,50.0,0.5,1.5,33.3,0.5,0.5,100.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,5.0,2023-24
404,Marcus Sasser,DET,5,13.6,4.0,1.4,4.2,33.3,0.4,2.0,20.0,0.8,0.8,100.0,0.0,0.6,0.6,3.2,0.6,0.0,1.0,4.6,2023-24
404,Moritz Wagner,ORL,3,13.3,4.0,1.0,2.3,42.9,0.3,0.7,50.0,1.7,2.0,83.3,0.0,2.3,2.3,1.3,0.7,0.0,2.0,4.7,2023-24
404,Richaun Holmes,WAS,3,9.7,4.0,1.7,2.7,62.5,0.0,0.0,0.0,0.7,1.3,50.0,1.7,2.3,4.0,0.3,0.3,0.0,0.0,7.0,2023-24
404,TyTy Washington Jr.,PHX,4,10.8,4.0,1.5,3.8,40.0,0.3,1.0,25.0,0.8,1.0,75.0,0.5,1.0,1.5,0.5,0.0,0.3,1.0,2.8,2023-24
404,Vlatko Čančar,DEN,5,13.4,4.0,1.4,3.4,41.2,0.6,1.6,37.5,0.6,0.8,75.0,0.8,1.2,2.0,1.6,0.0,0.0,1.4,4.0,2023-24
427,Blake Wesley,SAS,5,19.4,3.8,1.6,4.2,38.1,0.2,1.4,14.3,0.4,0.6,66.7,0.4,3.2,3.6,5.0,1.0,0.2,1.2,9.6,2023-24
427,Davion Mitchell,TOR,5,24.2,3.8,1.4,4.2,33.3,0.6,2.4,25.0,0.4,1.2,33.3,0.4,2.2,2.6,5.6,0.6,0.0,0.8,8.2,2023-24
429,AJ Green,MIL,4,15.8,3.8,1.0,3.8,26.7,1.0,3.8,26.7,0.8,0.8,100.0,0.3,1.5,1.8,1.5,0.3,0.0,0.5,4.0,2023-24
429,Armando Bacot,MEM,4,9.8,3.8,1.0,2.5,40.0,0.0,1.0,0.0,1.8,3.0,58.3,0.8,2.0,2.8,0.3,0.0,0.3,1.3,3.0,2023-24
429,Damion Lee,PHX,4,10.3,3.8,1.5,5.3,28.6,0.8,3.0,25.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.3,0.0,0.5,1.3,2023-24
429,Malachi Flynn,SAS,4,6.3,3.8,1.0,2.3,44.4,0.3,1.0,25.0,1.5,1.8,85.7,0.0,0.5,0.5,1.3,1.0,0.3,0.5,4.8,2023-24
429,Miye Oni,MEM,4,11.5,3.8,1.3,3.0,41.7,1.0,2.3,44.4,0.3,0.5,50.0,0.5,1.5,2.0,0.8,0.3,0.3,2.0,3.0,2023-24
429,Mouhamed Gueye,ATL,4,16.3,3.8,1.3,4.0,31.3,0.3,1.3,20.0,1.0,2.0,50.0,1.5,2.3,3.8,1.3,0.8,0.3,0.8,5.3,2023-24
429,Nate Williams,HOU,4,8.8,3.8,1.8,4.0,43.8,0.3,1.5,16.7,0.0,0.5,0.0,0.3,0.3,0.5,0.5,0.5,0.0,0.5,2.0,2023-24
429,Taurean Prince,MIL,4,19.0,3.8,1.5,4.0,37.5,0.8,2.8,27.3,0.0,0.0,0.0,0.3,3.0,3.3,1.3,1.3,1.0,0.3,7.8,2023-24
437,Delon Wright,MIL,3,11.7,3.7,1.0,2.7,37.5,1.0,2.3,42.9,0.7,0.7,100.0,0.3,0.3,0.7,1.7,0.0,0.3,0.7,4.0,2023-24
437,Gary Payton II,GSW,6,13.2,3.7,1.5,2.3,64.3,0.5,1.0,50.0,0.2,0.5,33.3,0.8,1.5,2.3,1.8,0.5,0.3,1.0,6.5,2023-24
437,Javante McCoy,DET,3,10.3,3.7,1.3,3.7,36.4,0.7,1.3,50.0,0.3,0.7,50.0,0.3,0.7,1.0,1.3,0.7,0.0,0.7,3.3,2023-24
437,Keaton Wallace,ATL,3,12.0,3.7,1.3,3.3,40.0,0.7,2.3,28.6,0.3,0.3,100.0,0.3,1.3,1.7,2.3,1.7,0.0,1.7,5.7,2023-24
437,Kendall Brown,IND,3,7.7,3.7,1.7,1.7,100.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.7,0.7,0.3,1.0,0.0,1.0,4.3,2023-24
437,Stanley Umude,MIL,3,9.0,3.7,1.0,3.7,27.3,1.0,2.7,37.5,0.7,0.7,100.0,0.3,1.0,1.3,0.3,0.0,0.3,0.0,3.0,2023-24
443,Adama Sanogo,CHI,5,9.6,3.6,1.4,2.6,53.8,0.2,0.4,50.0,0.6,0.8,75.0,1.6,2.6,4.2,0.6,1.2,0.6,0.4,8.4,2023-24
