#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
443,Mason Jones,SAC,5,12.8,3.6,1.2,4.2,28.6,0.6,3.0,20.0,0.6,1.4,42.9,0.4,2.4,2.8,1.0,0.2,0.2,0.6,3.4,2023-24
445,Dereon Seabron,DET,2,7.0,3.5,1.5,1.5,100.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,3.0,2023-24
445,Kris Dunn,LAC,4,18.0,3.5,1.3,3.0,41.7,0.5,1.8,28.6,0.5,0.5,100.0,0.3,2.0,2.3,0.8,1.0,0.8,1.3,5.3,2023-24
445,Onuralp Bitim,CHI,2,18.0,3.5,1.5,6.0,25.0,0.5,3.5,14.3,0.0,0.5,0.0,0.5,2.5,3.0,0.5,1.0,0.0,1.0,2.0,2023-24
448,Maxwell Lewis,LAL,5,12.6,3.4,1.2,3.2,37.5,0.2,0.8,25.0,0.8,0.8,100.0,0.2,1.6,1.8,0.6,0.2,0.4,0.4,4.0,2023-24
448,Yuki Kawamura,MEM,5,15.2,3.4,0.8,3.8,21.1,0.8,3.2,25.0,1.0,1.2,83.3,0.0,0.2,0.2,4.2,0.4,0.0,1.6,3.4,2023-24
450,Antonio Reeves,NOP,3,8.3,3.3,1.0,5.0,20.0,0.0,2.3,0.0,1.3,2.0,66.7,0.3,0.7,1.0,0.7,1.0,0.0,0.3,1.0,2023-24
450,Steven Adams,HOU,3,14.7,3.3,1.7,2.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.0,7.3,1.7,0.0,0.0,0.7,11.3,2023-24
452,PJ Dozier,MIN,4,10.8,3.3,0.8,2.3,33.3,0.5,1.5,33.3,1.3,1.3,100.0,0.3,0.3,0.5,1.0,0.3,0.0,1.3,2.3,2023-24
453,Cam Reddish,LAL,5,17.6,3.2,1.0,4.4,22.7,0.6,2.6,23.1,0.6,0.8,75.0,1.0,1.2,2.2,0.6,1.0,0.2,0.8,2.8,2023-24
453,Jonathan Mogbo,TOR,5,17.4,3.2,1.2,4.4,27.3,0.0,0.6,0.0,0.8,1.4,57.1,1.8,3.6,5.4,2.8,1.0,0.4,1.0,8.0,2023-24
455,Andrew Funk,DEN,1,8.0,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2023-24
455,Baylor Scheierman,BOS,5,11.6,3.0,0.8,4.8,16.7,0.6,3.4,17.6,0.8,0.8,100.0,0.4,1.4,1.8,0.6,0.6,0.0,0.2,1.8,2023-24
455,Cui Yongxi,BKN,2,6.5,3.0,1.0,3.5,28.6,0.5,1.5,33.3,0.5,1.0,50.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,1.0,2023-24
455,De'Andre Hunter,ATL,2,19.5,3.0,1.5,6.5,23.1,0.0,3.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,0.0,0.5,3.0,2023-24
455,Dwight Powell,DAL,4,10.5,3.0,1.3,1.8,71.4,0.0,0.3,0.0,0.5,0.5,100.0,0.3,1.5,1.8,1.3,1.5,0.3,0.3,7.0,2023-24
455,Elfrid Payton,NOP,2,10.5,3.0,1.5,2.5,60.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,3.0,4.0,5.0,0.0,1.0,1.0,10.5,2023-24
455,Eugene Omoruyi,MIN,1,8.0,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,2023-24
455,Isaiah Jackson,IND,2,8.5,3.0,1.5,3.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,0.5,0.0,2.5,0.5,6.0,2023-24
455,Jacob Gilyard,CLE,1,5.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2023-24
455,Jae'Sean Tate,HOU,4,10.0,3.0,1.0,2.8,36.4,0.5,1.0,50.0,0.5,0.8,66.7,1.3,1.5,2.8,1.0,1.0,0.5,0.3,6.0,2023-24
455,Jalen McDaniels,SAC,2,12.5,3.0,1.0,4.5,22.2,0.0,2.5,0.0,1.0,1.0,100.0,0.5,2.0,2.5,0.0,1.0,0.0,0.5,2.5,2023-24
455,Javonte Smart,ORL,1,6.0,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2023-24
455,Joe Ingles,MIN,4,13.3,3.0,1.0,2.8,36.4,1.0,2.8,36.4,0.0,0.0,0.0,0.3,2.3,2.5,2.8,0.8,0.3,0.5,7.0,2023-24
455,Kevin Knox II,GSW,2,7.5,3.0,1.5,4.0,37.5,0.0,1.5,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.5,2023-24
455,Kyle Lowry,PHI,4,13.3,3.0,0.8,3.8,20.0,0.3,2.0,12.5,1.3,1.8,71.4,0.3,2.0,2.3,3.5,0.8,0.3,1.3,5.0,2023-24
455,Miller Kopp,OKC,1,14.0,3.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,8.0,2023-24
455,Paul Reed,DET,5,11.2,3.0,1.2,4.6,26.1,0.2,1.4,14.3,0.4,0.4,100.0,0.6,3.4,4.0,2.0,1.4,0.6,0.2,7.4,2023-24
455,Seth Lundy,ATL,1,3.0,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-24
455,Taj Gibson,CHA,3,8.3,3.0,1.3,2.0,66.7,0.0,0.0,0.0,0.3,0.7,50.0,1.3,1.3,2.7,0.3,0.0,0.0,0.0,5.0,2023-24
455,Tristan Thompson,CLE,2,15.0,3.0,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,4.5,5.5,0.5,0.0,0.0,2.0,5.0,2023-24
475,Cam Christie,LAC,5,8.0,2.8,0.8,3.2,25.0,0.2,1.8,11.1,1.0,1.2,83.3,0.0,1.2,1.2,0.6,0.4,0.4,0.0,2.8,2023-24
475,Maozinha Pereira,MEM,5,9.0,2.8,1.0,2.0,50.0,0.6,1.4,42.9,0.2,0.4,50.0,1.0,3.0,4.0,0.4,0.2,0.0,0.4,5.8,2023-24
477,Brandon Boston Jr.,NOP,4,7.3,2.8,1.3,2.8,45.5,0.3,1.0,25.0,0.0,0.3,0.0,0.3,0.8,1.0,0.5,0.0,0.0,0.3,2.3,2023-24
477,Jordan Tucker,PHI,4,6.8,2.8,0.8,2.5,30.0,0.8,2.3,33.3,0.5,0.5,100.0,0.0,1.3,1.3,0.0,0.0,0.3,0.5,2.0,2023-24
479,Dmytro Skapintsev,BOS,3,9.3,2.7,1.0,1.7,60.0,0.0,0.0,0.0,0.7,1.3,50.0,0.3,0.7,1.0,0.0,0.7,1.0,0.7,3.3,2023-24
479,Jared Rhoden,CHA,3,6.0,2.7,1.3,3.0,44.4,0.0,0.7,0.0,0.0,0.0,0.0,0.3,1.7,2.0,1.0,0.0,0.0,0.0,4.0,2023-24
479,Judah Mintz,PHI,3,7.7,2.7,0.7,2.7,25.0,0.0,0.3,0.0,1.3,1.3,100.0,0.0,1.0,1.0,1.7,0.0,0.0,0.0,3.3,2023-24
482,Tim Hardaway Jr.,DET,5,15.6,2.6,0.8,4.6,17.4,0.4,3.6,11.1,0.6,0.8,75.0,0.2,2.0,2.2,0.6,0.8,0.0,1.0,1.2,2023-24
483,Isaiah Crawford,SAC,4,11.0,2.5,1.0,3.3,30.8,0.5,1.5,33.3,0.0,0.0,0.0,1.5,0.8,2.3,0.5,1.0,0.0,0.8,3.3,2023-24
483,Josh Green,CHA,2,13.5,2.5,1.0,2.5,40.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.5,2023-24
483,Kentavious Caldwell-Pope,ORL,2,16.5,2.5,1.0,4.0,25.0,0.5,3.0,16.7,0.0,0.0,0.0,0.5,1.5,2.0,1.5,1.0,0.0,1.5,2.5,2023-24
483,Luke Travers,CLE,4,11.0,2.5,1.3,3.3,38.5,0.0,0.8,0.0,0.0,0.0,0.0,1.0,2.3,3.3,1.3,0.8,0.0,1.3,4.5,2023-24
483,Patty Mills,UTA,2,14.5,2.5,1.0,2.0,50.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,2.0,2023-24
483,Trevelin Queen,ORL,2,6.0,2.5,1.0,3.0,33.3,0.0,1.5,0.0,0.5,1.5,33.3,0.0,1.5,1.5,0.5,0.0,0.0,1.5,0.0,2023-24
489,Colin Castleton,MEM,5,13.8,2.4,0.6,1.2,50.0,0.0,0.0,0.0,1.2,1.6,75.0,1.2,2.0,3.2,2.0,0.4,0.8,1.6,6.2,2023-24
490,Adem Bona,PHI,6,10.8,2.3,1.0,1.7,60.0,0.0,0.0,0.0,0.3,0.8,40.0,0.8,1.7,2.5,0.3,0.5,0.2,0.5,4.2,2023-24
490,Alex Reese,OKC,3,8.7,2.3,0.7,2.0,33.3,0.3,1.7,20.0,0.7,0.7,100.0,0.3,1.7,2.0,1.0,0.3,0.3,0.0,4.7,2023-24
490,Jalen Pickett,DEN,3,15.3,2.3,0.7,4.7,14.3,0.7,3.0,22.2,0.3,0.7,50.0,0.0,1.3,1.3,2.0,0.3,0.0,0.7,1.0,2023-24
490,Mamadi Diakite,PHX,3,6.7,2.3,1.0,2.0,50.0,0.3,1.0,33.3,0.0,0.0,0.0,0.0,1.7,1.7,0.3,0.3,0.0,0.3,3.3,2023-24
494,Anthony Gill,WAS,4,6.8,2.3,0.8,1.3,60.0,0.5,0.5,100.0,0.3,0.8,33.3,0.0,0.3,0.3,0.5,0.0,0.0,0.0,2.0,2023-24
494,Colby Jones,SAC,4,16.0,2.3,0.8,4.3,17.6,0.3,1.8,14.3,0.5,1.5,33.3,0.8,0.8,1.5,2.0,0.8,0.0,0.8,1.3,2023-24
496,Pat Spencer,GSW,5,8.6,2.2,0.8,2.2,36.4,0.2,1.0,20.0,0.4,0.4,100.0,0.2,1.6,1.8,2.2,0.8,0.0,1.2,4.4,2023-24
497,Quinten Post,GSW,6,5.8,2.2,0.8,2.5,33.3,0.5,1.5,33.3,0.0,0.0,0.0,0.3,0.7,1.0,0.2,0.0,0.0,1.0,0.7,2023-24
498,Al Horford,BOS,1,23.0,2.0,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2023-24
498,Alex Morales,ORL,1,4.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,2023-24
498,Amari Bailey,BKN,2,7.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,1.0,3.0,0.0,0.0,0.5,3.0,2023-24
498,Chris Livingston,MIL,3,7.7,2.0,0.7,2.0,33.3,0.0,0.3,0.0,0.7,1.0,66.7,0.7,1.0,1.7,0.0,0.7,0.3,1.0,2.0,2023-24
498,Dariq Whitehead,BKN,3,7.0,2.0,0.7,3.0,22.2,0.7,1.7,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.7,2023-24
498,David Duke Jr.,SAS,1,9.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2023-24
498,Dominick Barlow,ATL,1,3.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2023-24
498,Jamarion Sharp,DAL,4,9.3,2.0,0.8,1.5,50.0,0.0,0.0,0.0,0.5,1.3,40.0,0.8,1.5,2.3,0.0,0.5,1.5,1.3,3.5,2023-24
498,Jericho Sims,NYK,5,13.4,2.0,0.8,1.2,66.7,0.0,0.0,0.0,0.4,0.8,50.0,2.2,3.6,5.8,0.6,0.0,0.6,0.4,7.8,2023-24
498,Jock Landale,HOU,1,19.0,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,2023-24
498,N'Faly Dante,HOU,4,6.0,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.3,0.3,0.5,0.3,4.3,2023-24
498,PJ Hall,DEN,3,5.3,2.0,0.7,1.3,50.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2023-24
498,Tosan Evbuomwan,DET,4,6.5,2.0,0.8,2.0,37.5,0.0,0.3,0.0,0.5,0.5,100.0,0.0,1.5,1.5,0.3,0.3,0.3,0.3,2.8,2023-24
498,Warren Washington,MIA,1,5.0,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2023-24
512,Gui Santos,GSW,6,7.7,1.8,0.7,1.7,40.0,0.0,0.8,0.0,0.5,0.7,75.0,0.3,0.8,1.2,0.7,0.2,0.0,0.0,2.7,2023-24
512,Reece Beekman,GSW,6,6.8,1.8,0.5,1.7,30.0,0.2,0.5,33.3,0.7,0.7,100.0,0.0,0.3,0.3,1.2,0.5,0.2,0.3,2.5,2023-24
514,Harry Giles III,CHA,5,6.6,1.8,0.8,2.4,33.3,0.0,0.2,0.0,0.2,0.8,25.0,0.4,3.0,3.4,0.6,0.0,0.6,0.4,3.8,2023-24
515,Andre Jackson Jr.,MIL,4,11.8,1.8,0.8,3.8,20.0,0.3,0.8,33.3,0.0,0.0,0.0,1.3,2.0,3.3,0.5,0.8,0.3,2.0,1.5,2023-24
515,Branden Carlson,OKC,4,5.3,1.8,0.5,1.8,28.6,0.3,1.3,20.0,0.5,0.5,100.0,0.0,1.3,1.3,0.5,0.3,0.3,0.3,2.5,2023-24
515,DJ Steward,CHI,4,8.3,1.8,0.8,2.5,30.0,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.3,0.3,0.5,2.0,2023-24
518,Brodric Thomas,SAC,3,4.0,1.7,0.3,0.3,100.0,0.3,0.3,100.0,0.7,0.7,100.0,0.3,1.0,1.3,0.7,0.3,0.0,0.0,4.0,2023-24
518,Isaiah Mobley,PHI,3,4.0,1.7,0.3,1.0,33.3,0.3,0.7,50.0,0.7,1.3,50.0,1.3,0.7,2.0,0.0,0.3,0.0,0.0,2.7,2023-24
518,Justin Minaya,POR,3,11.7,1.7,0.7,2.7,25.0,0.3,2.0,16.7,0.0,0.0,0.0,0.7,0.3,1.0,0.3,0.0,0.0,0.0,1.0,2023-24
518,Max Fiedler,PHI,3,5.7,1.7,0.7,1.0,66.7,0.0,0.3,0.0,0.3,0.7,50.0,0.7,1.0,1.7,0.3,0.0,0.0,0.3,2.7,2023-24
518,Tolu Smith,DET,3,5.0,1.7,0.7,0.7,100.0,0.0,0.0,0.0,0.3,0.7,50.0,1.3,0.7,2.0,0.3,0.0,0.0,0.7,3.0,2023-24
523,Blake Hinson,GSW,2,5.5,1.5,0.5,1.0,50.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2023-24
523,Daeqwon Plowden,ATL,2,11.0,1.5,0.5,4.5,11.1,0.0,3.0,0.0,0.5,0.5,100.0,0.5,2.5,3.0,0.0,0.0,0.0,0.0,0.5,2023-24
523,Isaiah Stevens,MIA,4,12.3,1.5,0.3,2.5,10.0,0.0,0.8,0.0,1.0,1.0,100.0,0.5,0.8,1.3,3.0,0.8,0.0,0.8,3.5,2023-24
523,Nate Hinton,HOU,2,6.5,1.5,0.5,3.5,14.3,0.5,1.5,33.3,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.5,0.0,0.0,2.5,2023-24
527,Anton Watson,BOS,3,7.7,1.3,0.7,1.7,40.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.0,0.0,1.3,1.0,2023-24
527,Bryce McGowens,POR,3,4.0,1.3,0.3,1.7,20.0,0.0,0.7,0.0,0.7,0.7,100.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2023-24
527,Harrison Ingram,SAS,3,8.0,1.3,0.7,1.7,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,2.3,3.0,0.7,0.3,0.0,0.3,4.0,2023-24
527,Jalen Slawson,ORL,3,6.7,1.3,0.3,2.0,16.7,0.0,0.3,0.0,0.7,0.7,100.0,0.3,0.7,1.0,0.7,0.0,0.0,0.0,1.3,2023-24
527,Skal Labissiere,SAC,3,4.7,1.3,0.3,1.3,25.0,0.0,0.7,0.0,0.7,0.7,100.0,0.7,0.0,0.7,0.7,0.0,0.0,0.3,1.3,2023-24
532,Caleb Houstan,ORL,3,10.3,1.0,0.3,2.3,14.3,0.3,2.3,14.3,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,0.7,-0.3,2023-24
532,DaQuan Jeffries,CHA,2,16.0,1.0,0.5,2.0,25.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.0,1.5,1.0,2023-24
532,Devonte' Graham,POR,2,13.0,1.0,0.0,2.5,0.0,0.0,2.0,0.0,1.0,1.5,66.7,0.0,1.5,1.5,2.5,0.5,0.0,0.5,2.0,2023-24
532,Ethan Thompson,ORL,2,9.0,1.0,0.5,3.5,14.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.0,0.0,0.5,2.0,2023-24
532,Jacob Toppin,NYK,2,7.0,1.0,0.5,2.5,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,1.0,0.5,2023-24
532,Jalen Bridges,PHX,5,7.6,1.0,0.2,3.6,5.6,0.2,2.8,7.1,0.4,0.4,100.0,0.6,1.2,1.8,0.6,0.2,0.4,0.2,0.4,2023-24
532,Jalen Crutcher,NOP,1,9.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,-1.0,2023-24
532,Jason Preston,UTA,2,7.0,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.5,2023-24
532,Jaylen Nowell,NOP,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
532,Moses Wood,PHX,2,2.5,1.0,0.5,1.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2023-24
532,Trey Jemison III,NOP,2,8.5,1.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,4.0,1.0,0.0,0.0,0.5,5.5,2023-24
532,Ulrich Chomche,TOR,4,4.8,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8,0.0,0.3,1.5,2.0,2023-24
544,Ron Harper Jr.,BOS,3,4.0,0.7,0.0,1.0,0.0,0.0,0.7,0.0,0.7,0.7,100.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,2023-24
544,Taze Moore,POR,3,5.3,0.7,0.3,1.3,25.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.3,2023-24
546,Josh Hart,NYK,4,22.5,0.5,0.3,1.5,16.7,0.0,1.3,0.0,0.0,0.0,0.0,0.3,3.8,4.0,3.0,0.5,0.5,1.0,6.3,2023-24
546,Nicolas Batum,LAC,4,12.3,0.5,0.3,1.8,14.3,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.3,2.8,1.3,0.5,0.8,0.5,3.8,2023-24
548,Chuma Okeke,NYK,3,6.0,0.3,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,2023-24
549,Charles Bediako,DEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
549,Gabe McGlothan,DEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2023-24
549,Garrett Temple,TOR,1,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,-3.0,2023-24
549,James Akinjo,MIL,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,-2.0,2023-24
549,James Johnson,IND,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2023-24
549,Jordan Goodwin,LAL,1,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0,2023-24
549,Josh Oduro,NOP,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2023-24
549,Karlo Matkovic,NOP,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2023-24
549,Keion Brooks Jr.,NOP,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,2023-24
549,Kira Lewis Jr.,WAS,1,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-24
549,Markieff Morris,DAL,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-24
549,Markquis Nowell,HOU,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2023-24
549,Matt Ryan,NYK,1,8.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-2.0,2023-24
549,Max Strus,CLE,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2023-24
549,Nathan Mensah,SAS,1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2023-24
549,Oscar Tshiebwe,UTA,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2023-24
549,Pete Nance,CLE,2,5.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,0.0,0.5,1.5,2023-24
549,RayJ Dennis,LAC,1,11.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,2023-24
549,Spencer Jones,DEN,2,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.5,2023-24
549,Terry Taylor,SAC,3,5.0,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.3,0.0,0.7,-0.3,2023-24
549,Trhae Mitchell,NOP,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
549,Will Richardson,DEN,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2023-24
