#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
337,Ben Simmons,BKN,3,17.3,5.7,2.7,4.7,57.1,0.0,0.0,0.0,0.3,0.7,50.0,1.3,3.7,5.0,3.7,0.3,0.3,1.0, 11.7
337,Daniel Theis,NOP,3,17.7,5.7,2.3,4.3,53.8,0.3,1.0,33.3,0.7,0.7,100,1.3,0.3,1.7,0.7,0.7,0.3,1.3, 5.7
337,T.J. Warren,NYK,3,10.0,5.7,1.7,2.7,62.5,0.3,1.3,25.0,2.0,2.0,100,1.0,1.7,2.7,0.7,0.0,0.0,0.3, 7.7
337,Tristan da Silva,ORL,3,14.3,5.7,2.0,4.3,46.2,0.7,2.0,33.3,1.0,1.3,75.0,0.7,1.7,2.3,0.7,0.0,0.3,0.3, 6.0
342,Oso Ighodaro,PHX,5,24.4,5.6,2.8,5.0,56.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,2.8,4.0,2.6,0.4,1.2,1.6, 10.0
343,Craig Porter Jr.,CLE,4,13.3,5.5,2.0,5.0,40.0,0.8,1.8,42.9,0.8,1.0,75.0,0.8,1.0,1.8,2.3,0.3,0.5,1.5, 5.5
343,Elijah Harkless,LAC,2,10.5,5.5,2.5,5.0,50.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.0,0.5,0.0, 6.5
343,JT Thor,CLE,4,10.3,5.5,1.5,3.5,42.9,0.3,0.8,33.3,2.3,3.0,75.0,1.3,1.3,2.5,0.5,0.5,0.5,0.0, 6.8
343,Jarrett Culver,ORL,2,9.0,5.5,2.0,4.0,50.0,0.5,1.0,50.0,1.0,1.0,100,1.5,1.5,3.0,0.0,0.0,0.5,0.5, 6.5
343,Justin Champagnie,WAS,4,14.5,5.5,1.8,3.8,46.7,0.3,1.3,20.0,1.8,2.3,77.8,0.8,1.8,2.5,0.0,0.0,0.8,1.3, 5.0
343,Taylor Funk,WAS,2,9.5,5.5,2.0,5.5,36.4,1.5,5.0,30.0,0.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.0,0.5, 5.0
343,Zyon Pullin,MIA,2,16.5,5.5,2.0,4.5,44.4,0.5,2.0,25.0,1.0,1.5,66.7,0.5,2.5,3.0,2.0,1.0,0.0,1.0, 7.5
350,Alex Len,SAC,5,16.2,5.4,2.2,4.2,52.4,0.2,0.4,50.0,0.8,1.2,66.7,1.8,4.2,6.0,1.4,0.2,0.4,1.6, 9.4
350,Daniss Jenkins,DET,5,13.0,5.4,2.2,6.4,34.4,1.0,2.8,35.7,0.0,0.2,0.0,0.4,2.2,2.6,1.6,0.8,0.2,1.4, 4.8
350,Thomas Bryant,MIA,5,10.2,5.4,2.4,4.6,52.2,0.2,2.0,10.0,0.4,0.4,100,0.6,1.8,2.4,0.6,0.6,0.2,1.0, 6.0
350,Trey Alexander,DEN,5,14.2,5.4,1.6,5.2,30.8,0.4,1.6,25.0,1.8,2.2,81.8,0.4,2.4,2.8,2.4,1.0,0.0,1.6, 6.0
354,Ryan Rollins,MIL,3,10.3,5.3,2.0,4.7,42.9,1.3,2.7,50.0,0.0,0.0,0.0,0.3,2.0,2.3,1.7,0.3,0.3,1.3, 6.0
354,Yves Missi,NOP,3,16.7,5.3,2.0,2.7,75.0,0.0,0.0,0.0,1.3,2.3,57.1,1.0,2.0,3.0,0.7,1.0,2.0,1.0, 9.3
356,AJ Johnson,MIL,4,23.5,5.3,2.0,11.5,17.4,0.8,3.5,21.4,0.5,0.8,66.7,1.0,2.0,3.0,4.3,0.0,0.0,2.8, 0.0
356,Anžejs Pasečņiks,MIL,4,13.3,5.3,2.5,4.3,58.8,0.0,0.0,0.0,0.3,0.8,33.3,1.0,3.0,4.0,1.3,1.0,0.0,1.3, 8.0
356,Leonard Miller,MIN,4,12.3,5.3,2.0,4.0,50.0,0.5,1.5,33.3,0.8,0.8,100,0.5,4.0,4.5,0.8,0.5,0.5,0.8, 8.8
359,Johnny Davis,WAS,5,14.0,5.2,1.6,3.8,42.1,0.2,1.0,20.0,1.8,3.2,56.3,0.6,1.0,1.6,1.6,0.6,0.2,0.4, 5.2
360,Cody Martin,CHA,1,8.0,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0, 7.0
360,Cormac Ryan,OKC,3,10.3,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.0, 5.0
360,Emanuel Miller,DAL,3,9.3,5.0,2.0,2.7,75.0,0.0,0.3,0.0,1.0,1.0,100,0.0,1.3,1.3,0.3,0.0,0.7,0.0, 6.7
360,Eric Gordon,PHI,5,12.6,5.0,1.8,5.0,36.0,1.2,2.8,42.9,0.2,0.2,100,0.2,0.6,0.8,0.4,0.4,0.2,0.4, 3.2
360,Keita Bates-Diop,MIN,2,12.5,5.0,2.0,4.5,44.4,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.0,0.0,1.5, 3.5
360,Keshad Johnson,MIA,4,14.8,5.0,2.3,4.8,47.4,0.5,2.3,22.2,0.0,0.3,0.0,0.5,1.5,2.0,0.8,1.0,0.5,1.0, 5.5
360,Kevon Looney,GSW,6,14.2,5.0,2.2,3.5,61.9,0.0,0.2,0.0,0.7,0.8,80.0,0.7,3.0,3.7,2.3,1.0,1.0,0.5, 11.0
360,Keyontae Johnson,CHA,5,15.6,5.0,2.0,5.0,40.0,0.4,1.6,25.0,0.6,0.6,100,1.4,1.4,2.8,0.8,0.6,0.0,0.4, 5.8
360,Luguentz Dort,OKC,3,19.0,5.0,2.0,4.3,46.2,0.3,1.7,20.0,0.7,0.7,100,0.3,2.3,2.7,1.7,0.7,1.0,0.7, 8.0
360,Malevy Leons,OKC,4,13.5,5.0,2.3,3.3,69.2,0.0,0.3,0.0,0.5,0.5,100,2.0,1.8,3.8,0.8,1.5,0.3,0.3, 10.0
360,Marcus Smart,MEM,3,20.3,5.0,1.0,3.0,33.3,0.3,1.3,25.0,2.7,3.0,88.9,0.3,0.7,1.0,3.3,1.3,0.3,2.3, 6.3
360,Micah Potter,UTA,1,10.0,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0, 6.0
360,Torrey Craig,CHI,3,16.0,5.0,2.0,5.0,40.0,1.0,3.3,30.0,0.0,0.0,0.0,0.7,1.3,2.0,0.3,0.3,0.0,1.0, 3.7
360,Vít Krejčí,ATL,4,23.3,5.0,2.0,4.8,42.1,1.0,3.3,30.8,0.0,0.0,0.0,0.8,1.8,2.5,3.5,1.0,0.3,2.0, 7.5
360,Zhaire Smith,CLE,1,4.0,5.0,2.0,2.0,100,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 5.0
375,Justin Edwards,PHI,6,13.2,4.8,1.8,4.5,40.7,0.2,2.2,7.7,1.0,1.2,85.7,0.2,2.0,2.2,0.5,0.5,0.0,0.7, 4.5
376,Bol Bol,PHX,5,16.6,4.8,1.8,4.4,40.9,1.0,2.4,41.7,0.2,1.0,20.0,0.4,4.8,5.2,1.2,0.0,0.2,0.8, 7.2
376,Dru Smith,MIA,5,13.6,4.8,1.2,3.6,33.3,0.8,2.2,36.4,1.6,2.0,80.0,0.2,1.8,2.0,3.0,0.8,0.2,0.6, 7.4
376,Kyle Filipowski,UTA,5,13.2,4.8,1.8,4.2,42.9,0.6,2.2,27.3,0.6,0.8,75.0,1.2,3.2,4.4,1.8,0.4,0.6,1.6, 7.8
376,Reggie Jackson,PHI,5,9.6,4.8,1.8,4.2,42.9,0.8,2.4,33.3,0.4,0.4,100,0.2,0.8,1.0,2.0,0.2,0.2,0.4, 5.4
380,Alex Caruso,OKC,4,16.5,4.8,2.0,3.8,53.3,0.3,1.5,16.7,0.5,0.8,66.7,0.0,1.8,1.8,2.3,0.8,0.8,0.5, 7.8
380,Frank Kaminsky,PHX,4,9.8,4.8,1.5,3.5,42.9,0.8,2.5,30.0,1.0,1.0,100,0.3,2.8,3.0,0.5,0.3,0.3,0.0, 6.8
380,Jevon Carter,CHI,4,11.3,4.8,1.8,4.3,41.2,0.5,2.3,22.2,0.8,1.0,75.0,0.0,0.8,0.8,0.8,0.8,0.3,0.5, 4.0
380,Kevin Love,MIA,4,7.5,4.8,1.8,3.5,50.0,1.3,2.8,45.5,0.0,0.0,0.0,0.8,0.3,1.0,0.5,0.0,0.0,0.5, 4.0
380,Tyrese Martin,BKN,4,12.0,4.8,2.0,4.0,50.0,0.8,2.3,33.3,0.0,0.3,0.0,0.5,1.3,1.8,1.0,0.8,0.5,0.8, 5.8
385,Grant Williams,CHA,3,16.7,4.7,1.3,4.3,30.8,0.7,2.7,25.0,1.3,2.3,57.1,0.3,1.7,2.0,1.3,0.7,1.0,0.3, 5.3
385,Herbert Jones,NOP,3,21.7,4.7,1.7,5.0,33.3,1.0,3.3,30.0,0.3,0.7,50.0,0.7,2.3,3.0,1.3,1.7,0.0,1.3, 5.7
385,Kyle Anderson,GSW,6,17.0,4.7,1.5,3.7,40.9,1.0,1.8,54.5,0.7,0.7,100,0.0,2.7,2.7,2.5,0.7,0.2,1.0, 7.5
385,Luke Kennard,MEM,3,14.3,4.7,1.7,5.0,33.3,1.3,4.0,33.3,0.0,0.0,0.0,0.7,1.3,2.0,1.7,0.0,0.0,0.3, 4.7
389,KJ Simpson,CHA,5,16.2,4.6,1.0,4.4,22.7,0.4,2.4,16.7,2.2,2.6,84.6,0.0,2.4,2.4,2.0,0.4,0.4,2.0, 4.0
389,Mason Plumlee,PHX,5,15.8,4.6,1.6,3.2,50.0,0.0,0.0,0.0,1.4,2.0,70.0,1.4,3.8,5.2,1.8,0.6,0.2,1.4, 8.8
391,Jalen Hood-Schifino,LAL,6,19.8,4.5,2.0,7.0,28.6,0.2,1.7,10.0,0.3,0.5,66.7,0.7,1.8,2.5,3.8,0.5,0.2,2.2, 4.2
391,Tyler Smith,MIL,4,14.0,4.5,1.5,6.3,24.0,0.8,3.5,21.4,0.8,1.0,75.0,1.3,4.5,5.8,0.0,0.5,0.5,0.8, 5.5
393,D.J. Carton,TOR,5,12.6,4.4,1.4,4.0,35.0,0.2,1.4,14.3,1.4,1.6,87.5,0.6,1.4,2.0,2.0,0.6,0.0,0.6, 5.6
394,Isaac Okoro,CLE,3,18.0,4.3,1.7,5.3,31.3,0.7,2.3,28.6,0.3,1.3,25.0,0.3,1.0,1.3,1.3,1.0,0.0,0.7, 2.7
394,Mike Conley,MIN,3,13.0,4.3,1.7,4.3,38.5,1.0,3.3,30.0,0.0,0.0,0.0,0.3,1.3,1.7,1.7,0.0,0.0,0.7, 4.3
396,Armel Traore,LAL,4,13.0,4.3,1.8,4.0,43.8,0.0,1.3,0.0,0.8,1.3,60.0,1.3,3.0,4.3,0.3,0.5,0.8,0.8, 6.5
396,Jules Bernard,CLE,4,8.5,4.3,1.3,4.5,27.8,0.8,3.0,25.0,1.0,1.0,100,0.3,1.0,1.3,0.3,0.0,0.0,0.8, 1.8
396,MarJon Beauchamp,MIL,4,13.0,4.3,1.8,4.5,38.9,0.0,1.0,0.0,0.8,1.3,60.0,0.5,1.0,1.5,1.5,1.0,0.8,0.8, 5.0
396,Vasilije Micić,CHA,4,14.8,4.3,1.8,4.3,41.2,0.3,1.5,16.7,0.5,0.5,100,0.0,1.8,1.8,3.0,0.0,0.0,3.5, 3.0
400,Chris Duarte,CHI,5,11.0,4.2,1.4,4.8,29.2,0.8,3.4,23.5,0.6,0.8,75.0,0.2,1.8,2.0,0.8,0.4,0.8,1.4, 3.2
400,Hunter Tyson,DEN,5,18.2,4.2,1.4,5.0,28.0,0.6,3.2,18.8,0.8,1.6,50.0,1.8,3.0,4.8,1.2,0.2,0.0,0.8, 5.2
400,Tristan Vukcevic,WAS,5,7.0,4.2,1.6,2.8,57.1,0.2,1.0,20.0,0.8,1.0,80.0,0.0,0.8,0.8,0.2,0.0,0.4,0.6, 3.6
403,Bronny James,LAL,6,16.2,4.2,1.8,6.2,29.7,0.2,2.0,8.3,0.3,0.7,50.0,0.5,1.2,1.7,0.3,0.5,0.8,1.2, 1.7
404,A.J. Lawson,DAL,3,11.7,4.0,1.3,3.0,44.4,0.3,1.3,25.0,1.0,1.7,60.0,0.0,2.0,2.0,1.0,0.0,0.0,0.3, 4.3
404,Alondes Williams,DET,5,11.8,4.0,1.6,4.0,40.0,0.2,2.0,10.0,0.6,0.8,75.0,1.0,1.4,2.4,3.2,0.6,0.0,1.0, 6.6
404,Ariel Hukporti,NYK,4,12.3,4.0,1.8,2.8,63.6,0.0,0.0,0.0,0.5,2.0,25.0,0.8,2.5,3.3,0.3,0.8,0.5,0.8, 5.5
404,DeAndre Jordan,DEN,2,14.5,4.0,1.5,2.5,60.0,0.0,0.0,0.0,1.0,3.0,33.3,2.0,4.5,6.5,1.0,0.0,0.0,0.5, 8.0
404,E.J. Liddell,CHI,2,15.0,4.0,1.0,3.5,28.6,0.5,2.5,20.0,1.5,2.0,75.0,1.5,2.5,4.0,0.5,0.5,0.5,0.5, 6.0
404,Isaac Jones,SAC,5,12.4,4.0,1.6,4.0,40.0,0.0,1.4,0.0,0.8,0.8,100,1.2,1.2,2.4,1.4,0.4,0.4,0.6, 5.6
404,Isaiah Collier,UTA,4,16.8,4.0,1.0,3.8,26.7,0.3,1.3,20.0,1.8,1.8,100,0.0,0.3,0.3,4.3,1.8,0.0,3.3, 4.3
404,Jackson Rowe,GSW,2,6.5,4.0,1.5,3.0,50.0,0.0,1.5,0.0,1.0,1.0,100,1.5,1.5,3.0,1.0,0.0,0.5,0.0, 7.0
404,Jaden Springer,BOS,3,14.0,4.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,1.3,75.0,0.7,0.0,0.7,1.7,0.3,0.0,0.7, 3.7
404,Javonte Green,NOP,3,18.7,4.0,1.3,3.0,44.4,0.3,0.7,50.0,1.0,1.3,75.0,0.7,4.0,4.7,1.7,0.7,0.7,0.7, 9.0
404,Jaylen Clark,MIN,4,11.0,4.0,1.8,4.0,43.8,0.5,1.5,33.3,0.0,0.5,0.0,0.8,1.3,2.0,0.5,1.5,0.0,0.5, 4.8
404,Jeff Green,HOU,2,13.0,4.0,1.5,4.0,37.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.5,3.5,1.0,1.0,0.0,0.5, 6.5
404,Jeremiah Robinson-Earl,NOP,3,16.0,4.0,1.7,5.7,29.4,0.7,3.7,18.2,0.0,0.0,0.0,0.7,2.3,3.0,0.3,0.3,0.0,0.7, 3.0
404,Jonathan Isaac,ORL,2,7.5,4.0,1.5,2.0,75.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.5,0.5, 6.0
404,Kylor Kelley,LAL,1,6.0,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0, 3.0
404,Lamar Stevens,DET,3,13.0,4.0,1.7,3.3,50.0,0.3,0.7,50.0,0.3,1.3,25.0,1.0,2.3,3.3,1.3,0.7,1.0,1.0, 6.7
404,Liam Robbins,MIL,4,11.8,4.0,1.8,4.0,43.8,0.3,1.0,25.0,0.3,0.5,50.0,0.8,2.0,2.8,1.5,0.0,1.5,1.5, 5.8
404,Mac McClung,ORL,2,7.5,4.0,1.5,3.0,50.0,0.5,1.5,33.3,0.5,0.5,100,0.0,0.5,0.5,1.0,0.5,1.0,0.5, 5.0
404,Marcus Sasser,DET,5,13.6,4.0,1.4,4.2,33.3,0.4,2.0,20.0,0.8,0.8,100,0.0,0.6,0.6,3.2,0.6,0.0,1.0, 4.6
404,Moritz Wagner,ORL,3,13.3,4.0,1.0,2.3,42.9,0.3,0.7,50.0,1.7,2.0,83.3,0.0,2.3,2.3,1.3,0.7,0.0,2.0, 4.7
404,Richaun Holmes,WAS,3,9.7,4.0,1.7,2.7,62.5,0.0,0.0,0.0,0.7,1.3,50.0,1.7,2.3,4.0,0.3,0.3,0.0,0.0, 7.0
404,TyTy Washington Jr.,PHX,4,10.8,4.0,1.5,3.8,40.0,0.3,1.0,25.0,0.8,1.0,75.0,0.5,1.0,1.5,0.5,0.0,0.3,1.0, 2.8
404,Vlatko Čančar,DEN,5,13.4,4.0,1.4,3.4,41.2,0.6,1.6,37.5,0.6,0.8,75.0,0.8,1.2,2.0,1.6,0.0,0.0,1.4, 4.0
427,Blake Wesley,SAS,5,19.4,3.8,1.6,4.2,38.1,0.2,1.4,14.3,0.4,0.6,66.7,0.4,3.2,3.6,5.0,1.0,0.2,1.2, 9.6
427,Davion Mitchell,TOR,5,24.2,3.8,1.4,4.2,33.3,0.6,2.4,25.0,0.4,1.2,33.3,0.4,2.2,2.6,5.6,0.6,0.0,0.8, 8.2
429,AJ Green,MIL,4,15.8,3.8,1.0,3.8,26.7,1.0,3.8,26.7,0.8,0.8,100,0.3,1.5,1.8,1.5,0.3,0.0,0.5, 4.0
429,Armando Bacot,MEM,4,9.8,3.8,1.0,2.5,40.0,0.0,1.0,0.0,1.8,3.0,58.3,0.8,2.0,2.8,0.3,0.0,0.3,1.3, 3.0
429,Damion Lee,PHX,4,10.3,3.8,1.5,5.3,28.6,0.8,3.0,25.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.3,0.0,0.5, 1.3
429,Malachi Flynn,SAS,4,6.3,3.8,1.0,2.3,44.4,0.3,1.0,25.0,1.5,1.8,85.7,0.0,0.5,0.5,1.3,1.0,0.3,0.5, 4.8
429,Miye Oni,MEM,4,11.5,3.8,1.3,3.0,41.7,1.0,2.3,44.4,0.3,0.5,50.0,0.5,1.5,2.0,0.8,0.3,0.3,2.0, 3.0
429,Mouhamed Gueye,ATL,4,16.3,3.8,1.3,4.0,31.3,0.3,1.3,20.0,1.0,2.0,50.0,1.5,2.3,3.8,1.3,0.8,0.3,0.8, 5.3
429,Nate Williams,HOU,4,8.8,3.8,1.8,4.0,43.8,0.3,1.5,16.7,0.0,0.5,0.0,0.3,0.3,0.5,0.5,0.5,0.0,0.5, 2.0
429,Taurean Prince,MIL,4,19.0,3.8,1.5,4.0,37.5,0.8,2.8,27.3,0.0,0.0,0.0,0.3,3.0,3.3,1.3,1.3,1.0,0.3, 7.8
437,Delon Wright,MIL,3,11.7,3.7,1.0,2.7,37.5,1.0,2.3,42.9,0.7,0.7,100,0.3,0.3,0.7,1.7,0.0,0.3,0.7, 4.0
437,Gary Payton II,GSW,6,13.2,3.7,1.5,2.3,64.3,0.5,1.0,50.0,0.2,0.5,33.3,0.8,1.5,2.3,1.8,0.5,0.3,1.0, 6.5
437,Javante McCoy,DET,3,10.3,3.7,1.3,3.7,36.4,0.7,1.3,50.0,0.3,0.7,50.0,0.3,0.7,1.0,1.3,0.7,0.0,0.7, 3.3
437,Keaton Wallace,ATL,3,12.0,3.7,1.3,3.3,40.0,0.7,2.3,28.6,0.3,0.3,100,0.3,1.3,1.7,2.3,1.7,0.0,1.7, 5.7
437,Kendall Brown,IND,3,7.7,3.7,1.7,1.7,100,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.7,0.7,0.3,1.0,0.0,1.0, 4.3
437,Stanley Umude,MIL,3,9.0,3.7,1.0,3.7,27.3,1.0,2.7,37.5,0.7,0.7,100,0.3,1.0,1.3,0.3,0.0,0.3,0.0, 3.0
443,Adama Sanogo,CHI,5,9.6,3.6,1.4,2.6,53.8,0.2,0.4,50.0,0.6,0.8,75.0,1.6,2.6,4.2,0.6,1.2,0.6,0.4, 8.4
443,Mason Jones,SAC,5,12.8,3.6,1.2,4.2,28.6,0.6,3.0,20.0,0.6,1.4,42.9,0.4,2.4,2.8,1.0,0.2,0.2,0.6, 3.4
445,Dereon Seabron,DET,2,7.0,3.5,1.5,1.5,100,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5, 3.0
445,Kris Dunn,LAC,4,18.0,3.5,1.3,3.0,41.7,0.5,1.8,28.6,0.5,0.5,100,0.3,2.0,2.3,0.8,1.0,0.8,1.3, 5.3
445,Onuralp Bitim,CHI,2,18.0,3.5,1.5,6.0,25.0,0.5,3.5,14.3,0.0,0.5,0.0,0.5,2.5,3.0,0.5,1.0,0.0,1.0, 2.0
448,Maxwell Lewis,LAL,5,12.6,3.4,1.2,3.2,37.5,0.2,0.8,25.0,0.8,0.8,100,0.2,1.6,1.8,0.6,0.2,0.4,0.4, 4.0
448,Yuki Kawamura,MEM,5,15.2,3.4,0.8,3.8,21.1,0.8,3.2,25.0,1.0,1.2,83.3,0.0,0.2,0.2,4.2,0.4,0.0,1.6, 3.4
450,Antonio Reeves,NOP,3,8.3,3.3,1.0,5.0,20.0,0.0,2.3,0.0,1.3,2.0,66.7,0.3,0.7,1.0,0.7,1.0,0.0,0.3, 1.0
450,Steven Adams,HOU,3,14.7,3.3,1.7,2.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.0,7.3,1.7,0.0,0.0,0.7, 11.3
452,PJ Dozier,MIN,4,10.8,3.3,0.8,2.3,33.3,0.5,1.5,33.3,1.3,1.3,100,0.3,0.3,0.5,1.0,0.3,0.0,1.3, 2.3
